MAJ   ; Latitude ; Longitude 
FLABAS   ;49.283333;5.4
FLASSIGNY   ;49.466667;5.433333
FLEURY SUR AIRE ;49.016667;5.166667
FONTAINES SAINT CLAIR ;49.366667;5.233333
FORGES SUR MEUSE ;49.266667;5.283333
FOUCAUCOURT SUR THABAS ;49;5.1
FOUCHERES AUX BOIS ;48.616667;5.25
FRESNES AU MONT ;48.9;5.433333
FRESNES EN WOEVRE ;49.1;5.616667
FROIDOS   ;49.05;5.116667
FROMEREVILLE LES VALLONS ;49.15;5.283333
FROMEZEY   ;49.216667;5.583333
FUTEAU   ;49.083333;5
GENICOURT SOUS CONDE ;48.866667;5.166667
GENICOURT SUR MEUSE ;49.033333;5.433333
GERAUVILLIERS   ;48.55;5.566667
GERCOURT ET DRILLANCOURT ;49.283333;5.233333
GERY   ;48.783333;5.3
GESNES EN ARGONNE ;49.3;5.066667
GIMECOURT   ;48.85;5.366667
GINCREY   ;49.25;5.566667
GIRAUVOISIN   ;48.8;5.633333
GIRONVILLE SOUS LES COTES;48.8;5.666667
GIVRAUVAL   ;48.666667;5.316667
GONDRECOURT LE CHATEAU ;48.516667;5.5
GOURAINCOURT   ;49.3;5.65
GOUSSAINCOURT   ;48.483333;5.7
GRIMAUCOURT EN WOEVRE ;49.166667;5.55
GRIMAUCOURT PRES SAMPIGNY ;48.8;5.466667
GUERPONT   ;48.733333;5.266667
GUSSAINVILLE   ;49.166667;5.683333
HAIRONVILLE   ;48.683333;5.083333
HALLES SOUS LES COTES;49.45;5.116667
HAN LES JUVIGNY ;49.483333;5.333333
HAN DEVANT PIERREPONT ;49.4;5.7
HAN SUR MEUSE ;48.866667;5.533333
HARAUMONT   ;49.35;5.266667
HARGEVILLE SUR CHEE ;48.85;5.183333
HARVILLE   ;49.1;5.733333
HATTONCHATEL   ;48.983333;5.7
HATTONVILLE   ;48.983333;5.716667
HAUCOURT LA RIGOLE ;49.316667;5.733333
HAUDAINVILLE   ;49.116667;5.416667
HAUDIOMONT   ;49.116667;5.566667
HAUMONT LES LACHAUSSEE ;49.016667;5.816667
HAUTECOURT LES BROVILLE ;49.2;5.566667
HEIPPES   ;49;5.3
HENNEMONT   ;49.133333;5.666667
HERBEUVILLE   ;49.05;5.633333
HERMEVILLE EN WOEVRE ;49.183333;5.583333
HEUDICOURT SOUS LES COTES;48.933333;5.7
HEVILLIERS   ;48.6;5.333333
HORVILLE EN ORNOIS ;48.5;5.466667
HOUDELAINCOURT   ;48.55;5.466667
HOUDELAUCOURT SUR OTHAIN ;49.316667;5.683333
INOR   ;49.55;5.15
IPPECOURT   ;49.033333;5.2
IRE LE SEC ;49.483333;5.383333
LES ISLETTES  ;49.1;5
JAMETZ   ;49.433333;5.383333
JONVILLE EN WOEVRE ;49.066667;5.783333
JOUY EN ARGONNE ;49.133333;5.216667
JUBECOURT   ;49.083333;5.166667
JULVECOURT   ;49.066667;5.183333
JUVIGNY EN PERTHOIS ;48.6;5.15
JUVIGNY SUR LOISON ;49.466667;5.333333
KOEUR LA GRANDE ;48.85;5.483333
KOEUR LA PETITE ;48.85;5.5
LABEUVILLE   ;49.1;5.8
LACHALADE   ;49.166667;4.966667
LACHAUSSEE   ;49.033333;5.816667
LACROIX SUR MEUSE ;48.966667;5.516667
LAHAYMEIX   ;48.933333;5.416667
LAHAYVILLE   ;48.883333;5.783333
LAHEYCOURT   ;48.883333;5.016667
LAIMONT   ;48.833333;5.05
LAMARCHE EN WOEVRE ;48.95;5.783333
LAMORVILLE   ;48.966667;5.583333
LAMOUILLY   ;49.55;5.233333
LANEUVILLE AU RUPT ;48.7;5.583333
LANEUVILLE SUR MEUSE ;49.483333;5.15
LANHERES   ;49.2;5.716667
LATOUR EN WOEVRE ;49.083333;5.816667
LAVALLEE   ;48.816667;5.333333
LAVIGNEVILLE   ;48.95;5.6
LAVINCOURT   ;48.666667;5.15
LAVOYE   ;49.033333;5.133333
LEMMES   ;49.066667;5.283333
LEMPIRE AUX BOIS ;49.083333;5.316667
LEROUVILLE   ;48.783333;5.55
LEVONCOURT   ;48.833333;5.35
LIGNIERES SUR AIRE ;48.816667;5.383333
LIGNY EN BARROIS ;48.683333;5.333333
LINY DEVANT DUN ;49.35;5.2
LION DEVANT DUN ;49.416667;5.216667
LIOUVILLE   ;48.816667;5.616667
LISLE EN BARROIS ;48.9;5.133333
LISLE EN RIGAULT ;48.716667;5.05
LISSEY   ;49.366667;5.35
LOISON   ;49.316667;5.616667
LONGEAUX   ;48.65;5.333333
LONGCHAMPS SUR AIRE ;48.916667;5.316667
LONGEVILLE EN BARROIS ;48.733333;5.216667
LOUPMONT   ;48.866667;5.666667
LOUPPY LE CHATEAU ;48.866667;5.066667
LOUPPY SUR CHEE ;48.866667;5.133333
LOUPPY SUR LOISON ;49.45;5.35
LOXEVILLE   ;48.75;5.4
LUMEVILLE EN ORNOIS ;48.466667;5.433333
LUZY SAINT MARTIN ;49.533333;5.15
MAIZERAY   ;49.1;5.7
MAIZEY   ;48.916667;5.516667
MALANCOURT   ;49.233333;5.183333
MALAUMONT   ;48.783333;5.5
MANDRES EN BARROIS ;48.5;5.383333
MANGIENNES   ;49.35;5.533333
MANHEULLES   ;49.116667;5.6
LES MARATS  ;48.883333;5.216667
MARBOTTE   ;48.833333;5.583333
MARCHEVILLE EN WOEVRE ;49.083333;5.683333
MARRE   ;49.2;5.3
MARSON SUR BARBOURE ;48.633333;5.45
MARTINCOURT SUR MEUSE ;49.533333;5.166667
MARVILLE   ;49.45;5.45
MAUCOURT SUR ORNE ;49.25;5.5
MAULAN   ;48.666667;5.25
MAUVAGES   ;48.6;5.55
MAXEY SUR VAISE ;48.533333;5.666667
MECRIN   ;48.816667;5.533333
MELIGNY LE GRAND ;48.683333;5.483333
MELIGNY LE PETIT ;48.666667;5.466667
MENAUCOURT   ;48.65;5.35
MENIL AUX BOIS ;48.8;5.45
MENIL LA HORGNE ;48.7;5.533333
MENIL SUR SAULX ;48.633333;5.216667
MERLES SUR LOISON ;49.383333;5.483333
MESNIL SOUS LES COTES;49.083333;5.583333
MILLY SUR BRADON ;49.4;5.2
MOGEVILLE   ;49.233333;5.533333
MOGNEVILLE   ;48.783333;5
MONDRECOURT   ;48.983333;5.283333
MONTBLAINVILLE   ;49.25;5.016667
MONT DEVANT SASSEY ;49.416667;5.166667
LES MONTHAIRONS  ;49.05;5.416667
MONTIERS SUR SAULX ;48.533333;5.266667
MONTIGNY DEVANT SASSEY ;49.433333;5.15
MONTIGNY LES VAUCOULEURS ;48.583333;5.633333
MONTMEDY   ;49.516667;5.366667
MONTPLONNE   ;48.7;5.166667
MONTSEC   ;48.883333;5.716667
MONTZEVILLE   ;49.183333;5.233333
MORANVILLE   ;49.166667;5.55
MORGEMOULIN   ;49.233333;5.583333
MORLEY   ;48.583333;5.25
MOUILLY   ;49.033333;5.533333
MOULINS SAINT HUBERT ;49.583333;5.116667
MOULOTTE   ;49.1;5.733333
MOUZAY   ;49.466667;5.216667
MURVAUX   ;49.383333;5.25
MUZERAY   ;49.333333;5.616667
NAIVES EN BLOIS ;48.666667;5.55
NAIX AUX FORGES ;48.633333;5.383333
NANCOIS LE GRAND ;48.716667;5.383333
NANCOIS SUR ORNAIN ;48.716667;5.3
NANT LE GRAND ;48.683333;5.233333
NANT LE PETIT ;48.65;5.216667
NANTILLOIS   ;49.3;5.133333
NANTOIS   ;48.633333;5.35
NEPVANT   ;49.55;5.216667
NETTANCOURT   ;48.866667;4.95
LE NEUFOUR  ;49.133333;4.983333
NEUVILLE EN VERDUNOIS ;48.95;5.3
NEUVILLE LES VAUCOULEURS ;48.583333;5.666667
NEUVILLE SUR ORNAIN ;48.816667;5.05
NEUVILLY EN ARGONNE ;49.166667;5.066667
NICEY SUR AIRE ;48.883333;5.333333
NOUILLONPONT   ;49.35;5.633333
NUBECOURT   ;49;5.166667
OEY   ;48.683333;5.4
OLIZY SUR CHIERS ;49.55;5.216667
OLLIERES   ;49.35;5.716667
ORNEL   ;49.25;5.616667
OSCHES   ;49.05;5.25
OURCHES SUR MEUSE ;48.666667;5.7
PAGNY LA BLANCHE COTE;48.533333;5.716667
PAGNY SUR MEUSE ;48.683333;5.716667
PAREID   ;49.116667;5.716667
PARFONDRUPT   ;49.15;5.733333
LES PAROCHES  ;48.9;5.5
PAROIS   ;49.133333;5.116667
PEUVILLERS   ;49.366667;5.4
PIERREFITTE SUR AIRE ;48.9;5.333333
PILLON   ;49.383333;5.583333
PINTHEVILLE   ;49.116667;5.666667
PONT SUR MEUSE ;48.8;5.55
POUILLY SUR MEUSE ;49.533333;5.116667
PRETZ EN ARGONNE ;48.95;5.15
QUINCY LANDZECOURT  ;49.5;5.283333
RAMBLUZIN ET BENOITE VAUX;49;5.333333
RAMBUCOURT   ;48.833333;5.75
RAMPONT   ;49.1;5.216667
RANCOURT SUR ORNAIN ;48.816667;4.916667
RANZIERES   ;49.016667;5.5
RARECOURT   ;49.083333;5.116667
RAULECOURT   ;48.816667;5.733333
RECHICOURT   ;49.333333;5.716667
RECICOURT   ;49.15;5.15
RECOURT LE CREUX ;49;5.383333
REFFROY   ;48.633333;5.466667
REGNEVILLE SUR MEUSE ;49.25;5.333333
REMENNECOURT   ;48.8;4.916667
REMOIVILLE   ;49.441667;5.366667
RESSON   ;48.766667;5.233333
REVIGNY SUR ORNAIN ;48.833333;4.983333
REVILLE AUX BOIS ;49.35;5.35
RIAVILLE   ;49.1;5.666667
RIBEAUCOURT   ;48.55;5.35
RICHECOURT   ;48.883333;5.766667
RIGNAUCOURT   ;48.966667;5.266667
RIGNY LA SALLE ;48.616667;5.7
RIGNY SAINT MARTIN ;48.616667;5.716667
ROBERT ESPAGNE  ;48.75;5.033333
LES ROISES  ;48.45;5.633333
ROMAGNE SOUS LES COTES;49.316667;5.483333
ROMAGNE SOUS MONTFAUCON ;49.333333;5.083333
RONVAUX   ;49.133333;5.55
ROSIERES DEVANT BAR ;48.8;5.233333
ROUVRES EN WOEVRE ;49.216667;5.683333
ROUVROIS SUR MEUSE ;48.95;5.516667
ROUVROIS SUR OTHAIN ;49.383333;5.633333
RUMONT   ;48.833333;5.283333
RUPT AUX NONAINS ;48.666667;5.116667
RUPT DEVANT SAINT MIHIEL;48.883333;5.416667
RUPT EN WOEVRE ;49.05;5.483333
RUPT SUR OTHAIN ;49.416667;5.5
SAINT AMAND SUR ORNAIN;48.633333;5.383333
SAINT ANDRE EN BARROIS;49.016667;5.233333
SAINT AUBIN SUR AIRE;48.7;5.45
SAINT BENOIT EN WOEVRE;48.983333;5.783333
SAINT GERMAIN SUR MEUSE;48.65;5.683333
SAINT HILAIRE EN WOEVRE;49.083333;5.7
SAINT JEAN LES BUZY;49.166667;5.733333
SAINT JOIRE  ;48.6;5.416667
SAINT JULIEN SOUS LES;48.816667;5.616667
SAINT LAURENT SUR OTHAIN;49.4;5.516667
SAINT MAURICE SOUS LES;49.016667;5.683333
SAINT MIHIEL  ;48.9;5.55
SAINT REMY LA CALONNE;49.05;5.6
SALMAGNE   ;48.75;5.333333
SAMPIGNY   ;48.833333;5.516667
SAMOGNEUX   ;49.25;5.333333
SASSEY SUR MEUSE ;49.416667;5.183333
SAUDRUPT   ;48.7;5.066667
SAULMORY ET VILLEFRANCHE ;49.433333;5.166667
SAUVIGNY   ;48.5;5.716667
SAUVOY   ;48.633333;5.6
SAVONNIERES DEVANT BAR ;48.75;5.166667
SAVONNIERES EN PERTHOIS ;48.6;5.133333
SAVONNIERES EN WOEVRE ;48.916667;5.633333
SEIGNEULLES   ;48.85;5.233333
SENARD   ;48.983333;5.016667
SENON   ;49.283333;5.633333
SENONCOURT LES MAUJOUY ;49.05;5.333333
SENONVILLE   ;48.933333;5.583333
SEPTSARGES   ;49.283333;5.166667
SEPVIGNY   ;48.566667;5.683333
SERAUCOURT   ;48.966667;5.25
SEUZEY   ;48.983333;5.566667
SILMONT   ;48.733333;5.25
SIVRY LA PERCHE ;49.15;5.25
SIVRY SUR MEUSE ;49.316667;5.266667
SOMMAISNE   ;48.95;5.166667
SOMMEDIEUE   ;49.083333;5.466667
SOMMEILLES   ;48.9;4.95
SOMMELONNE   ;48.666667;5.033333
SORCY SAINT MARTIN ;48.716667;5.633333
SOUILLY   ;49.016667;5.283333
SPADA   ;48.95;5.55
SPINCOURT   ;49.333333;5.666667
STAINVILLE   ;48.65;5.183333
STENAY   ;49.483333;5.183333
TAILLANCOURT   ;48.533333;5.7
TANNOIS   ;48.716667;5.233333
THIERVILLE SUR MEUSE ;49.166667;5.35
THILLOMBOIS   ;48.95;5.4
THONNE LA LONG ;49.566667;5.416667
THONNE LE THIL ;49.583333;5.35
THONNE LES PRES ;49.533333;5.35
THONNELLE   ;49.55;5.366667
TILLY SUR MEUSE ;49;5.433333
TOURAILLES SOUS BOIS ;48.483333;5.45
TREMONT SUR SAULX ;48.75;5.05
TRESAUVAUX   ;49.083333;5.6
TREVERAY   ;48.616667;5.4
TRONVILLE EN BARROIS ;48.716667;5.283333
TROUSSEY   ;48.7;5.7
UGNY SUR MEUSE ;48.633333;5.7
VACHERAUVILLE   ;49.216667;5.366667
VACON   ;48.666667;5.6
VADELAINCOURT   ;49.066667;5.266667
VADONVILLE   ;48.8;5.516667
VARENNES EN ARGONNE ;49.233333;5.033333
VARNEVILLE   ;48.866667;5.65
VARNEY   ;48.816667;5.1
VASSINCOURT   ;48.8;5.033333
VAUBECOURT   ;48.933333;5.116667
VAUCOULEURS   ;48.6;5.666667
VAUDEVILLE LE HAUT ;48.45;5.6
VAUQUOIS   ;49.2;5.066667
VAUX DEVANT DAMLOUP ;49.216667;5.466667
VAUX LA GRANDE ;48.683333;5.45
VAUX LA PETITE ;48.666667;5.433333
VAUX LES PALAMEIX ;49.016667;5.533333
VAVINCOURT   ;48.816667;5.216667
VEEL   ;48.766667;5.116667
VELAINES   ;48.7;5.3
VELOSNES   ;49.5;5.45
VERNEUIL GRAND  ;49.533333;5.416667
VERNEUIL PETIT  ;49.55;5.416667
VERTUZEY   ;48.733333;5.666667
VERY   ;49.25;5.066667
VIEVILLE SOUS LES COTES;49;5.683333
VIGNEUL SOUS MONTMEDY ;49.516667;5.333333
VIGNOT   ;48.766667;5.6
VILLECLOYE   ;49.516667;5.4
VILLE DEVANT BELRAIN ;48.866667;5.333333
VILLE DEVANT CHAUMONT ;49.3;5.433333
VILLE EN WOEVRE ;49.133333;5.633333
VILLE ISSEY  ;48.733333;5.633333
VILLEROY SUR MEHOLLE ;48.616667;5.583333
VILLERS AUX VENTS ;48.85;5.016667
VILLERS DEVANT DUN ;49.4;5.116667
VILLERS LE SEC ;48.616667;5.3
VILLERS LES MANGIENNES ;49.366667;5.5
VILLERS SOUS PAREID ;49.116667;5.733333
VILLERS SUR MEUSE ;49.016667;5.4
VILLE SUR COUSANCES ;49.083333;5.166667
VILLE SUR SAULX ;48.716667;5.066667
VILLOTTE DEVANT LOUPPY ;48.883333;5.083333
VILLOTTE SUR AIRE ;48.85;5.35
VITTARVILLE   ;49.383333;5.416667
VOUTHON BAS  ;48.483333;5.6
VOUTHON HAUT  ;48.483333;5.616667
WADONVILLE EN WOEVRE ;49.066667;5.683333
WALY   ;49.016667;5.1
WARCQ   ;49.183333;5.65
WATRONVILLE   ;49.133333;5.55
WAVRILLE   ;49.333333;5.383333
WILLERONCOURT   ;48.716667;5.366667
WISEPPE   ;49.466667;5.166667
WOEL   ;49.033333;5.733333
WOIMBEY   ;48.966667;5.466667
WOINVILLE   ;48.9;5.666667
XIVRAY ET MARVOISIN ;48.866667;5.75
TRIAUCOURT EN ARGONNE ;48.983333;5.066667
ISSONCOURT   ;48.966667;5.283333
ALLAIRE   ;47.633333;-2.166667
AMBON   ;47.55;-2.566667
ARRADON   ;47.633333;-2.833333
ARZAL   ;47.516667;-2.366667
ARZON   ;47.55;-2.9
AUGAN   ;47.916667;-2.283333
AURAY   ;47.666667;-2.983333
BADEN   ;47.616667;-2.916667
BANGOR   ;47.316667;-3.189
BAUD   ;47.866667;-3.016667
BEGANNE   ;47.6;-2.25
BEIGNON   ;47.966667;-2.166667
BELZ   ;47.683333;-3.166667
BERNE   ;48;-3.4
BERRIC   ;47.633333;-2.516667
BIGNAN   ;47.883333;-2.766667
BILLIERS   ;47.533333;-2.483333
BILLIO   ;47.866667;-2.633333
BOHAL   ;47.783333;-2.433333
BRANDERION   ;47.783333;-3.2
BRANDIVY   ;47.783333;-2.95
BRECH   ;47.716667;-2.983333
BRIGNAC   ;48.116667;-2.383333
BUBRY   ;47.966667;-3.166667
BULEON   ;47.933333;-2.7
CADEN   ;47.633333;-2.283333
CALAN   ;47.866667;-3.316667
CAMOEL   ;47.483333;-2.4
CAMORS   ;47.85;-3
CAMPENEAC   ;47.95;-2.3
CARENTOIR   ;47.816667;-2.133333
CARNAC   ;47.583333;-3.083333
CARO   ;47.866667;-2.316667
CAUDAN   ;47.816667;-3.333333
LA CHAPELLE GACELINE ;47.783333;-2.1
LA CHAPELLE NEUVE ;47.866667;-2.95
CLEGUEREC   ;48.116667;-3.083333
COLPO   ;47.816667;-2.816667
CONCORET   ;48.066667;-2.2
COURNON   ;47.75;-2.1
LE COURS  ;47.733333;-2.5
CRACH   ;47.616667;-3.008333
CREDIN   ;48.033333;-2.766667
CROIXANVEC   ;48.133333;-2.866667
LA CROIX HELLEAN ;47.95;-2.5
CRUGUEL   ;47.883333;-2.6
DAMGAN   ;47.516667;-2.583333
ELVEN   ;47.733333;-2.583333
ERDEVEN   ;47.633333;-3.15
ETEL   ;47.65;-3.2
EVRIGUET   ;48.083333;-2.416667
LE FAOUET  ;48.041667;-3.5
FEREL   ;47.483333;-2.35
LES FORGES  ;48.016667;-2.65
LES FOUGERETS  ;47.733333;-2.216667
LA GACILLY  ;47.766667;-2.15
GAVRES   ;47.683333;-3.35
GESTEL   ;47.8;-3.45
GLENAC   ;47.733333;-2.133333
GOURHEL   ;47.933333;-2.366667
GOURIN   ;48.133333;-3.6
GRAND CHAMP  ;47.766667;-2.85
LA GREE SAINT LAURENT;48;-2.5
GROIX   ;47.633333;-3.466667
GUEGON   ;47.933333;-2.566667
GUEHENNO   ;47.9;-2.633333
GUELTAS   ;48.1;-2.8
GUEMENE SUR SCORFF ;48.066667;-3.2
GUENIN   ;47.9;-2.983333
GUER   ;47.9;-2.116667
GUERN   ;48.033333;-3.083333
LE GUERNO  ;47.583333;-2.4
GUILLAC   ;47.916667;-2.466667
GUILLIERS   ;48.05;-2.4
GUISCRIFF   ;48.05;-3.65
HELLEAN   ;47.966667;-2.466667
HENNEBONT   ;47.8;-3.283333
LE HEZO  ;47.583333;-2.7
HOEDIC   ;47.333333;-2.883333
INGUINIEL   ;47.983333;-3.283333
JOSSELIN   ;47.95;-2.55
KERFOURN   ;48.033333;-2.833333
KERGRIST   ;48.15;-2.966667
KERVIGNAC   ;47.766667;-3.233333
LANDAUL   ;47.75;-3.066667
LANDEVANT   ;47.766667;-3.116667
LANESTER   ;47.75;-3.35
LANGOELAN   ;48.116667;-3.233333
LANGONNET   ;48.1;-3.5
LANGUIDIC   ;47.833333;-3.166667
LANOUEE   ;48;-2.583333
LANTILLAC   ;47.95;-2.65
LANVAUDAN   ;47.9;-3.266667
LANVENEGEN   ;48;-3.55
LARMOR BADEN  ;47.583333;-2.9
LARMOR PLAGE  ;47.7;-3.383333
LARRE   ;47.716667;-2.516667
LAUZACH   ;47.616667;-2.533333
LIGNOL   ;48.033333;-3.266667
LIMERZEL   ;47.633333;-2.366667
LIZIO   ;47.866667;-2.516667
LOCMALO   ;48.075;-3.191667
LOCMARIA   ;47.291667;-3.083333
LOCMARIA GRAND CHAMP ;47.75;-2.783333
LOCMARIAQUER   ;47.566667;-2.95
LOCMINE   ;47.883333;-2.833333
LOCMIQUELIC   ;47.716667;-3.35
LOCOAL MENDON  ;47.716667;-3.1
LORIENT   ;47.75;-3.366667
LOYAT   ;47.983333;-2.4
MALANSAC   ;47.683333;-2.3
MALESTROIT   ;47.816667;-2.383333
MALGUENAC   ;48.083333;-3.05
MARZAN   ;47.533333;-2.316667
MAURON   ;48.083333;-2.3
MELRAND   ;47.983333;-3.116667
MENEAC   ;48.15;-2.466667
MERLEVENEZ   ;47.733333;-3.233333
MESLAN   ;48;-3.433333
MEUCON   ;47.716667;-2.766667
MISSIRIAC   ;47.833333;-2.35
MOHON   ;48.05;-2.533333
MOLAC   ;47.75;-2.4
MONTENEUF   ;47.866667;-2.2
MONTERBLANC   ;47.75;-2.683333
MONTERREIN   ;47.883333;-2.35
MONTERTELOT   ;47.883333;-2.416667
MOREAC   ;47.916667;-2.816667
MOUSTOIR AC  ;47.85;-2.833333
MOUSTOIR REMUNGOL  ;48;-2.9
MUZILLAC   ;47.55;-2.483333
NAIZIN   ;47.983333;-2.833333
NEANT SUR YVEL ;48.016667;-2.333333
NEULLIAC   ;48.133333;-2.983333
NIVILLAC   ;47.533333;-2.283333
NOSTANG   ;47.75;-3.183333
NOYAL MUZILLAC  ;47.583333;-2.45
NOYALO   ;47.616667;-2.683333
NOYAL PONTIVY  ;48.066667;-2.883333
LE PALAIS  ;47.35;-3.15
PEAULE   ;47.583333;-2.366667
PEILLAC   ;47.716667;-2.216667
PENESTIN   ;47.483333;-2.483333
PERSQUEN   ;48.033333;-3.166667
PLAUDREN   ;47.783333;-2.7
PLESCOP   ;47.7;-2.8
PLEUCADEUC   ;47.75;-2.366667
PLEUGRIFFET   ;47.983333;-2.683333
PLOEMEL   ;47.65;-3.066667
PLOEMEUR   ;47.733333;-3.433333
PLOERDUT   ;48.083333;-3.283333
PLOEREN   ;47.65;-2.883333
PLOERMEL   ;47.933333;-2.4
PLOUAY   ;47.916667;-3.333333
PLOUGOUMELEN   ;47.65;-2.933333
PLOUHARNEL   ;47.6;-3.116667
PLOURAY   ;48.15;-3.383333
PLUHERLIN   ;47.7;-2.366667
PLUMELEC   ;47.833333;-2.65
PLUMELIAU   ;47.966667;-2.966667
PLUMELIN   ;47.866667;-2.883333
PLUMERGAT   ;47.75;-2.916667
PLUNERET   ;47.683333;-2.966667
PLUVIGNER   ;47.766667;-3.016667
PONTIVY   ;48.066667;-2.983333
PORCARO   ;47.916667;-2.2
PORT LOUIS  ;47.716667;-3.35
PRIZIAC   ;48.066667;-3.416667
QUELNEUC   ;47.816667;-2.066667
QUESTEMBERT   ;47.666667;-2.466667
QUEVEN   ;47.783333;-3.416667
QUIBERON   ;47.483333;-3.116667
QUILY   ;47.883333;-2.466667
QUISTINIC   ;47.916667;-3.133333
RADENAC   ;47.966667;-2.716667
REGUINY   ;47.966667;-2.75
REMINIAC   ;47.85;-2.25
REMUNGOL   ;47.933333;-2.9
RIANTEC   ;47.716667;-3.316667
RIEUX   ;47.6;-2.1
LA ROCHE BERNARD ;47.516667;-2.3
ROCHEFORT EN TERRE ;47.7;-2.333333
LE ROC SAINT ANDRE;47.866667;-2.45
ROHAN   ;48.066667;-2.766667
ROUDOUALLEC   ;48.125;-3.716667
RUFFIAC   ;47.816667;-2.283333
LE SAINT  ;48.083333;-3.566667
SAINT ABRAHAM  ;47.85;-2.4
SAINT AIGNAN  ;48.183333;-3.016667
SAINT ALLOUESTRE  ;47.916667;-2.883333
SAINT ARMEL  ;47.566667;-2.716667
SAINT AVE  ;47.683333;-2.75
SAINT BARTHELEMY  ;47.933333;-3.05
SAINT BRIEUC DE MAURON;48.083333;-2.366667
SAINT CARADEC TREGOMEL ;48.033333;-3.35
SAINT CONGARD  ;47.766667;-2.316667
SAINT DOLAY  ;47.55;-2.15
SAINT GERAND  ;48.1;-2.883333
SAINT GILDAS DE RHUYS;47.5;-2.833333
SAINT GONNERY  ;48.116667;-2.816667
SAINT GORGON  ;47.65;-2.233333
SAINT GOUVRY  ;48.083333;-2.766667
SAINT GRAVE  ;47.716667;-2.283333
SAINT GUYOMARD  ;47.783333;-2.516667
SAINTE HELENE  ;47.716667;-3.2
SAINT JACUT LES PINS;47.683333;-2.216667
SAINT JEAN BREVELAY ;47.85;-2.716667
SAINT JEAN LA POTERIE;47.633333;-2.133333
SAINT LERY  ;48.083333;-2.25
SAINT MALO DE BEIGNON;47.95;-2.15
SAINT MALO DES TROIS;48.016667;-2.466667
SAINT MARCEL  ;47.8;-2.416667
SAINT NICOLAS DU TERTRE;47.8;-2.216667
SAINT NOLFF  ;47.7;-2.65
SAINT PERREUX  ;47.666667;-2.1
SAINT PHILIBERT  ;47.583333;-3
SAINT PIERRE QUIBERON ;47.516667;-3.133333
SAINT SAMSON  ;48.083333;-2.766667
SAINT SERVANT  ;47.916667;-2.516667
SAINT THURIAU  ;48.016667;-2.95
SAINT VINCENT SUR OUST;47.7;-2.15
SARZEAU   ;47.533333;-2.766667
SAUZON   ;47.366667;-3.216667
SEGLIEN   ;48.116667;-3.15
SENE   ;47.616667;-2.75
SERENT   ;47.816667;-2.5
SILFIAC   ;48.15;-3.15
LE SOURN  ;48.05;-2.983333
SULNIAC   ;47.683333;-2.566667
SURZUR   ;47.583333;-2.633333
TAUPONT   ;47.95;-2.433333
THEHILLAC   ;47.566667;-2.116667
THEIX   ;47.633333;-2.666667
LE TOUR DU PARC;47.516667;-2.65
TREAL   ;47.833333;-2.216667
TREDION   ;47.783333;-2.6
TREFFLEAN   ;47.683333;-2.616667
TREHORENTEUC   ;48.016667;-2.283333
LA TRINITE PORHOET ;48.1;-2.55
LA TRINITE SUR MER;47.583333;-3.033333
LA TRINITE SURZUR ;47.6;-2.6
VANNES   ;47.666667;-2.75
LA VRAIE CROIX ;47.683333;-2.55
KERNASCLEDEN   ;48;-3.316667
PORT NAVALO  ;47.55;-2.9
ABONCOURT   ;49.266667;6.35
ABONCOURT SUR SEILLE ;48.816667;6.35
ABRESCHVILLER   ;48.633333;7.1
ACHAIN   ;48.916667;6.583333
ACHEN   ;49.05;7.183333
ADAINCOURT   ;49;6.433333
ADELANGE   ;49;6.616667
AJONCOURT   ;48.85;6.3
ALAINCOURT LA COTE ;48.9;6.35
ALBESTROFF   ;48.933333;6.85
ALGRANGE   ;49.35;6.05
ALSTING   ;49.183333;6.983333
ALTRIPPE   ;49.033333;6.816667
ALTVILLER   ;49.083333;6.733333
ALZING   ;49.283333;6.55
AMANVILLERS   ;49.166667;6.033333
AMELECOURT   ;48.833333;6.5
AMNEVILLE   ;49.266667;6.15
ANCERVILLE   ;49.033333;6.383333
ANCY SUR MOSELLE ;49.05;6.066667
ANGEVILLERS   ;49.383333;6.033333
ANGVILLER LES BISPING ;48.816667;6.883333
ANTILLY   ;49.2;6.25
ANZELING   ;49.266667;6.466667
APACH   ;49.45;6.366667
ARRAINCOURT   ;48.966667;6.533333
ARGANCY   ;49.2;6.2
ARRIANCE   ;49.016667;6.5
ARRY   ;49;6.066667
ARS LAQUENEXY  ;49.083333;6.283333
ARS SUR MOSELLE ;49.083333;6.066667
ARZVILLER   ;48.716667;7.166667
ASPACH   ;48.65;6.966667
ASSENONCOURT   ;48.766667;6.8
ATTILLONCOURT   ;48.783333;6.383333
AUBE   ;49.033333;6.333333
AUDUN LE TICHE ;49.466667;5.95
AUGNY   ;49.066667;6.116667
AULNOIS SUR SEILLE ;48.866667;6.316667
AUMETZ   ;49.416667;5.933333
AVRICOURT   ;48.65;6.8
AY SUR MOSELLE ;49.25;6.2
AZOUDANGE   ;48.733333;6.816667
BACOURT   ;48.933333;6.416667
BAERENTHAL   ;48.983333;7.516667
BAMBIDERSTROFF   ;49.1;6.583333
BANNAY   ;49.133333;6.466667
BAN SAINT MARTIN ;49.116667;6.15
BARCHAIN   ;48.7;6.966667
BARONVILLE   ;48.933333;6.6
BASSING   ;48.866667;6.8
BAUDRECOURT   ;48.966667;6.45
BAZONCOURT   ;49.05;6.366667
BEBING   ;48.7;7
BECHY   ;48.983333;6.383333
