MAJ   ; Latitude ; Longitude 
SAINT ROMAIN EN GAL;45.533333;4.866667
SAINT ROMAIN EN GIER;45.566667;4.716667
SAINT SORLIN  ;45.616667;4.633333
SAINT SYMPHORIEN SUR COISE;45.633333;4.45
SAINT VERAND  ;45.916667;4.533333
SAINT VINCENT DE REINS;46.083333;4.4
TALUYERS   ;45.65;4.733333
TAPONAS   ;46.116667;4.766667
TARARE   ;45.9;4.433333
TASSIN LA DEMI LUNE;45.766667;4.783333
TERNAND   ;45.95;4.533333
THEIZE   ;45.933333;4.616667
THEL   ;46.116667;4.383333
THIZY   ;46.033333;4.316667
THURINS   ;45.683333;4.633333
LA TOUR DE SALVAGNY;45.816667;4.716667
TRADES   ;46.266667;4.566667
TREVES   ;45.533333;4.666667
TUPIN ET SEMONS ;45.483333;4.8
VALSONNE   ;45.95;4.433333
VAUGNERAY   ;45.733333;4.65
VAULX EN VELIN ;45.783333;4.933333
VAUX EN BEAUJOLAIS ;46.05;4.583333
VAUXRENARD   ;46.2;4.65
VENISSIEUX   ;45.683333;4.883333
   ;45.65;4.816667
VERNAY   ;46.15;4.533333
VILLECHENEVE   ;45.816667;4.416667
VILLEFRANCHE SUR SAONE ;45.983333;4.716667
VILLE SUR JARNIOUX ;45.966667;4.616667
VILLEURBANNE   ;45.766667;4.883333
VILLIE MORGON  ;46.166667;4.683333
VOURLES   ;45.666667;4.783333
YZERON   ;45.7;4.583333
CHAPONNAY   ;45.616667;4.933333
CHASSIEU   ;45.75;4.966667
COMMUNAY   ;45.6;4.833333
CORBAS   ;45.666667;4.9
CREPIEUX LA PAPE ;45.8;4.866667
DECINES CHARPIEU  ;45.75;4.966667
FEYZIN   ;45.666667;4.85
GENAS   ;45.733333;5
GENAY   ;45.9;4.833333
JONAGE   ;45.8;5.033333
JONS   ;45.8077;5.07919
MARENNES   ;45.616667;4.9
MIONS   ;45.666667;4.95
MONTANAY   ;45.883333;4.85
PUSIGNAN   ;45.75;5.066667
SAINT BONNET DE MURE;45.683333;5.033333
SAINT LAURENT DE MURE;45.683333;5.033333
SAINT PIERRE DE CHANDIEU;45.65;5.016667
SAINT PRIEST  ;45.691667;4.933333
SAINT SYMPHORIEN D OZON;45.633333;4.866667
SATHONAY CAMP  ;45.816667;4.866667
SATHONAY VILLAGE  ;45.833333;4.883333
SEREZIN DU RHONE ;45.633333;4.833333
SIMANDRES   ;45.616667;4.866667
TERNAY   ;45.616667;4.816667
TOUSSIEU   ;45.65;4.983333
COLOMBIER SAUGNIEU  ;45.71243;5.1116
LYON   ;45.75;4.85
GLAY   ;45.866667;4.6
DARGOIRE   ;45.566667;4.666667
FILLONNIERE   ;45.608333;4.633333
LA FLACHERE  ;45.583333;4.808333
SAINT VINCENT  ;45.65;4.666667
LURCIEUX   ;45.766667;4.533333
LES ROCHES  ;45.708333;4.741667
LES ECHARMEAUX  ;46.166667;4.45
SOURZY   ;45.616667;4.75
SAINT MARTIN DE CORNAS;45.583333;4.716667
SAUGNIEU   ;45.72436;5.10426
ABELCOURT   ;47.783333;6.3
ACHEY   ;47.566667;5.6
AILLEVANS   ;47.583333;6.416667
AILLEVILLERS ET LYAUMONT ;47.916667;6.333333
AILLONCOURT   ;47.75;6.383333
AINVELLE   ;47.85;6.25
AISEY ET RICHECOURT ;47.883333;5.95
ALAINCOURT   ;47.933333;6.1
AMAGE   ;47.833333;6.5
AMANCE   ;47.8;6.066667
AMBIEVILLERS   ;47.966667;6.15
AMBLANS ET VELOTTE ;47.683333;6.416667
AMONCOURT   ;47.733333;6.066667
ANCHENONCOURT ET CHAZEL ;47.866667;6.116667
ANCIER   ;47.45;5.633333
ANDELARRE   ;47.583333;6.1
ANDELARROT   ;47.583333;6.1
ANDORNAY   ;47.65;6.6
ANGIREY   ;47.45;5.783333
ANJEUX   ;47.883333;6.2
APREMONT   ;47.4;5.55
ARBECEY   ;47.733333;5.933333
ARGILLIERES   ;47.666667;5.633333
AROZ   ;47.616667;6
ARPENANS   ;47.616667;6.4
ARSANS   ;47.366667;5.633333
ATTRICOURT   ;47.483333;5.4
AUBERTANS   ;47.45;6.166667
AUBIGNEY   ;47.333333;5.533333
AUGICOURT   ;47.783333;5.9
AULX LES CROMARY ;47.383333;6.116667
AUTET   ;47.55;5.7
AUTHOISON   ;47.483333;6.15
AUTOREILLE   ;47.366667;5.816667
AUTREY LES CERRE ;47.616667;6.35
AUTREY LES GRAY ;47.483333;5.5
AUTREY LE VAY ;47.533333;6.4
AUVET ET LA CHAPELOTTE;47.516667;5.516667
AUXON   ;47.683333;6.166667
LES AYNANS  ;47.616667;6.45
BAIGNES   ;47.583333;6.05
BARD LES PESMES ;47.266667;5.633333
BARGES   ;47.866667;5.85
LA BASSE VAIVRE ;47.95;6.05
BASSIGNEY   ;47.816667;6.183333
LES BATIES  ;47.5;5.9
BATTRANS   ;47.433333;5.633333
BAUDONCOURT   ;47.783333;6.35
BAULAY   ;47.783333;6.016667
BAY   ;47.283333;5.716667
BEAUMOTTE LES PIN ;47.316667;5.833333
BELFAHY   ;47.783333;6.733333
BELONCHAMP   ;47.766667;6.616667
BELVERNE   ;47.633333;6.65
BESNANS   ;47.45;6.266667
BETAUCOURT   ;47.866667;5.916667
BETONCOURT LES BROTTE ;47.75;6.333333
BETONCOURT LES MENETRIERS ;47.683333;5.8
BETONCOURT SAINT PANCRAS ;47.916667;6.166667
BETONCOURT SUR MANCE ;47.833333;5.75
BEULOTTE SAINT LAURENT ;47.866667;6.683333
BEVEUGE   ;47.55;6.483333
BLONDEFONTAINE   ;47.883333;5.866667
BONBOILLON   ;47.333333;5.7
BOREY   ;47.6;6.35
BOUGEY   ;47.783333;5.866667
BOUGNON   ;47.7;6.116667
BOUHANS ET FEURG ;47.483333;5.5
BOUHANS LES LURE ;47.7;6.416667
BOUHANS LES MONTBOZON ;47.483333;6.283333
BOULIGNEY   ;47.9;6.25
BOULOT   ;47.35;5.966667
BOULT   ;47.383333;6
BOURBEVELLE   ;47.916667;5.933333
BOURGUIGNON LES CONFLANS ;47.8;6.166667
BOURGUIGNON LES MOREY ;47.716667;5.7
BOURSIERES   ;47.616667;6.05
BOUSSERAUCOURT   ;47.966667;5.933333
BRESILLEY   ;47.25;5.65
BREUCHES   ;47.8;6.333333
BREUCHOTTE   ;47.833333;6.466667
BREUREY LES FAVERNEY ;47.75;6.133333
BREVILLIERS   ;47.583333;6.783333
BRIAUCOURT   ;47.816667;6.25
BROTTE LES LUXEUIL ;47.75;6.35
BROTTE LES RAY ;47.6;5.733333
BRUSSEY   ;47.3;5.816667
LA BRUYERE  ;47.833333;6.483333
BUCEY LES GY ;47.416667;5.85
BUCEY LES TRAVES ;47.616667;5.983333
BUFFIGNECOURT   ;47.816667;6.016667
BUSSIERES   ;47.333333;5.983333
BUSSUREL   ;47.55;6.783333
BUTHIERS   ;47.35;6.033333
BYANS   ;47.566667;6.733333
CALMOUTIER   ;47.65;6.283333
CEMBOING   ;47.833333;5.85
CENANS   ;47.433333;6.2
CENDRECOURT   ;47.85;5.933333
CERRE LES NOROY ;47.6;6.316667
CHAGEY   ;47.616667;6.733333
CHALONVILLARS   ;47.633333;6.783333
CHAMBORNAY LES BELLEVAUX ;47.383333;6.1
CHAMBORNAY LES PIN ;47.333333;5.9
CHAMPEY   ;47.583333;6.683333
CHAMPLITTE LA VILLE ;47.616667;5.533333
CHAMPTONNAY   ;47.383333;5.666667
CHANCEY   ;47.316667;5.683333
CHANTES   ;47.633333;5.933333
LA CHAPELLE LES LUXEUIL;47.766667;6.366667
LA CHAPELLE SAINT QUILLAIN;47.483333;5.816667
CHARCENNE   ;47.366667;5.783333
CHARENTENAY   ;47.583333;5.85
CHARGEY LES GRAY ;47.483333;5.583333
CHARGEY LES PORT ;47.733333;6
CHARIEZ   ;47.616667;6.083333
CHARMES SAINT VALBERT ;47.733333;5.716667
CHARMOILLE   ;47.666667;6.1
CHASSEY LES MONTBOZON ;47.516667;6.333333
CHASSEY LES SCEY ;47.65;5.983333
CHATEAU LAMBERT  ;47.866667;6.766667
CHATENOIS   ;47.683333;6.316667
CHAUMERCENNE   ;47.3;5.633333
CHAUVIREY LE CHATEL ;47.783333;5.75
CHAUVIREY LE VIEIL ;47.783333;5.75
CHAUX LA LOTIERE ;47.383333;5.983333
CHAUX LES PORT ;47.716667;6.033333
CHEMILLY   ;47.65;6.016667
CHENEBIER   ;47.65;6.716667
CHENEVREY ET MOROGNE ;47.283333;5.75
CHOYE   ;47.383333;5.75
CINTREY   ;47.75;5.75
CIREY   ;47.4;6.133333
CITERS   ;47.733333;6.4
CITEY   ;47.433333;5.783333
CLAIREGOUTTE   ;47.666667;6.616667
CLANS   ;47.6;6.033333
COGNIERES   ;47.483333;6.3
COISEVAUX   ;47.583333;6.7
COLOMBE LES BITHAINE ;47.716667;6.366667
COLOMBE LES VESOUL ;47.616667;6.216667
COLOMBIER   ;47.666667;6.216667
COLOMBOTTE   ;47.666667;6.283333
COMBEAUFONTAINE   ;47.716667;5.883333
COMBERJON   ;47.65;6.2
CONFLANDEY   ;47.733333;6.05
CONFRACOURT   ;47.666667;5.883333
CONTREGLISE   ;47.833333;6.033333
CORBENAY   ;47.9;6.333333
LA CORBIERE  ;47.8;6.5
CORCELLES   ;47.55;6.616667
CORNOT   ;47.7;5.833333
CORRE   ;47.916667;6
LA COTE  ;47.683333;6.583333
COULEVON   ;47.65;6.183333
COURCHATON   ;47.516667;6.533333
COURCUIRE   ;47.35;5.816667
COURMONT   ;47.616667;6.633333
COURTESOULT ET GATEY ;47.616667;5.616667
COUTHENANS   ;47.583333;6.733333
CRESANCEY   ;47.4;5.65
LA CREUSE  ;47.683333;6.35
CREVENEY   ;47.683333;6.3
CROMARY   ;47.366667;6.083333
CUBRY LES FAVERNEY ;47.816667;6.133333
CUBRY LES SOING ;47.6;5.916667
CUGNEY   ;47.366667;5.716667
CULT   ;47.316667;5.733333
CUVE   ;47.9;6.216667
DAMPIERRE LES CONFLANS ;47.85;6.183333
DAMPIERRE SUR LINOTTE ;47.516667;6.233333
DAMPIERRE SUR SALON ;47.55;5.683333
DAMPVALLEY LES COLOMBE ;47.633333;6.25
DAMPVALLEY SAINT PANCRAS ;47.916667;6.2
DELAIN   ;47.583333;5.633333
DEMANGEVELLE   ;47.933333;6.033333
LA DEMIE  ;47.583333;6.166667
DENEVRE   ;47.566667;5.65
ECHAVANNE   ;47.65;6.733333
ECHENOZ LA MELINE ;47.6;6.133333
ECHENOZ LE SEC ;47.533333;6.116667
ECROMAGNY   ;47.8;6.566667
ECUELLE   ;47.55;5.55
EHUNS   ;47.766667;6.316667
EQUEVILLEY   ;47.766667;6.183333
ERREVET   ;47.683333;6.766667
ESBOZ BREST  ;47.8;6.45
ESMOULIERES   ;47.85;6.616667
ESMOULINS   ;47.4;5.566667
ESPRELS   ;47.533333;6.366667
ESSERTENNE ET CECEY ;47.4;5.483333
ETOBON   ;47.65;6.683333
ETUZ   ;47.35;5.933333
FAHY LES AUTREY ;47.516667;5.483333
FALLON   ;47.5;6.483333
FAUCOGNEY ET LA MER;47.85;6.566667
FAVERNEY   ;47.766667;6.1
FAYMONT   ;47.616667;6.583333
FEDRY   ;47.616667;5.883333
FERRIERES LES RAY ;47.583333;5.8
FERRIERES LES SCEY ;47.65;6
FILAIN   ;47.516667;6.183333
FLAGY   ;47.7;6.183333
FLEUREY LES FAVERNEY ;47.75;6.083333
FLEUREY LES LAVONCOURT ;47.666667;5.783333
FLEUREY LES SAINT LOUP;47.916667;6.3
FONDREMAND   ;47.466667;6.033333
FONTAINE LES LUXEUIL ;47.85;6.333333
LES FONTENIS  ;47.45;6.066667
FONTENOIS LA VILLE ;47.933333;6.166667
FONTENOIS LES MONTBOZON ;47.483333;6.233333
FOUCHECOURT   ;47.783333;6
FOUGEROLLES   ;47.883333;6.4
FOUVENT LE BAS ;47.65;5.666667
FRAHIER ET CHATEBIER ;47.666667;6.75
FRANCALMONT   ;47.833333;6.266667
FRANCHEVELLE   ;47.733333;6.466667
FRANCOURT   ;47.65;5.75
FRASNE LE CHATEAU ;47.466667;5.9
FREDERIC FONTAINE  ;47.65;6.633333
FRESNE SAINT MAMES ;47.55;5.866667
FRESSE   ;47.75;6.666667
FROIDECONCHE   ;47.816667;6.416667
FROIDETERRE   ;47.7;6.533333
FROTEY LES LURE ;47.65;6.55
FROTEY LES VESOUL ;47.616667;6.183333
GENEVREUILLE   ;47.666667;6.383333
GENEVREY   ;47.716667;6.316667
GEORFANS   ;47.516667;6.533333
GEVIGNEY ET MERCEY ;47.8;5.933333
GEZIER ET FONTENELAY ;47.35;5.9
GIREFONTAINE   ;47.9;6.183333
GONVILLARS   ;47.533333;6.633333
GOUHENANS   ;47.6;6.466667
GOURGEON   ;47.716667;5.85
GRAMMONT   ;47.516667;6.516667
GRANDECOURT   ;47.633333;5.85
GRANGES LA VILLE ;47.566667;6.566667
GRANGES LE BOURG ;47.566667;6.583333
GRATTERY   ;47.666667;6.083333
GRAY   ;47.45;5.583333
GRAY LA VILLE ;47.433333;5.566667
GREUCOURT   ;47.533333;5.866667
GY   ;47.4;5.816667
HAUTEVELLE   ;47.85;6.283333
HERICOURT   ;47.583333;6.75
HUGIER   ;47.316667;5.716667
HURECOURT   ;47.9;6.066667
HYET   ;47.483333;6.083333
IGNY   ;47.483333;5.766667
JASNEY   ;47.866667;6.183333
JONVELLE   ;47.933333;5.916667
JUSSEY   ;47.816667;5.9
LAMBREY   ;47.766667;5.933333
LANTENOT   ;47.75;6.5
LARIANS ET MUNANS ;47.416667;6.233333
LARRET   ;47.633333;5.633333
LAVIGNEY   ;47.716667;5.816667
LAVONCOURT   ;47.633333;5.783333
LEFFOND   ;47.666667;5.466667
LIEFFRANS   ;47.516667;5.966667
LIEUCOURT   ;47.35;5.616667
LIEVANS   ;47.633333;6.35
LINEXERT   ;47.75;6.483333
LOEUILLEY   ;47.466667;5.383333
LOMONT   ;47.616667;6.616667
LA LONGINE  ;47.883333;6.583333
LURE   ;47.683333;6.5
LUXEUIL LES BAINS ;47.816667;6.383333
LUZE   ;47.6;6.733333
LYOFFANS   ;47.65;6.583333
MAGNIVRAY   ;47.783333;6.466667
MAGNONCOURT   ;47.9;6.283333
LE MAGNORAY  ;47.533333;6.1
LES MAGNY  ;47.533333;6.45
MAGNY JOBERT  ;47.65;6.6
MAGNY LES JUSSEY ;47.866667;5.983333
MAGNY VERNOIS  ;47.666667;6.483333
MAILLERONCOURT CHARETTE  ;47.733333;6.266667
MAILLERONCOURT SAINT PANCRAS ;47.916667;6.133333
MAILLEY ET CHAZELOT ;47.533333;6.05
MAIZIERES   ;47.5;6.016667
LA MALACHERE  ;47.45;6.083333
MALBOUHANS   ;47.716667;6.583333
MALVILLERS   ;47.733333;5.783333
MANDREVILLARS   ;47.616667;6.783333
MANTOCHE   ;47.416667;5.533333
MARAST   ;47.55;6.383333
MARGILLEY   ;47.6;5.55
MARNAY   ;47.283333;5.766667
MAUSSANS   ;47.433333;6.25
MELECEY   ;47.516667;6.483333
MELIN   ;47.733333;5.833333
MELINCOURT   ;47.883333;6.133333
MELISEY   ;47.75;6.583333
MEMBREY   ;47.583333;5.75
MENOUX   ;47.8;6.1
MERCEY SUR SAONE ;47.533333;5.733333
MERSUAY   ;47.783333;6.133333
MEURCOURT   ;47.766667;6.233333
MIELLIN   ;47.816667;6.733333
MIGNAFANS   ;47.55;6.55
MIGNAVILLERS   ;47.583333;6.55
MOFFANS ET VACHERESSE ;47.633333;6.55
MOIMAY   ;47.55;6.416667
MOLLANS   ;47.65;6.366667
LA MONTAGNE  ;47.916667;6.6
MONTARLOT LES RIOZ ;47.416667;6
MONTBOILLON   ;47.366667;5.916667
MONTBOZON   ;47.466667;6.266667
MONTCEY   ;47.65;6.233333
MONTCOURT   ;47.933333;5.95
MONTDORE   ;47.916667;6.083333
MONTESSAUX   ;47.75;6.566667
MONTIGNY LES CHERLIEU ;47.8;5.816667
MONTIGNY LES VESOUL ;47.633333;6.066667
MONT LE FRANOIS ;47.583333;5.583333
MONT LE VERNOIS ;47.6;6.066667
MONTOT   ;47.566667;5.616667
MONT SAINT LEGER ;47.633333;5.783333
MONTSEUGNY   ;47.35;5.533333
MONTUREUX ET PRANTIGNY ;47.5;5.633333
MONTUREUX LES BAULAY ;47.816667;5.983333
MOTEY BESUCHE  ;47.3;5.666667
MOTEY SUR SAONE ;47.533333;5.75
NANTILLY   ;47.466667;5.533333
NANTOUARD   ;47.433333;5.716667
NAVENNE   ;47.6;6.166667
NEUREY EN VAUX ;47.75;6.2
NEUREY LES LA DEMIE;47.566667;6.2
NEUVELLE LES CHAMPLITTE ;47.583333;5.55
NEUVELLE LES CROMARY ;47.4;6.083333
NEUVELLE LES LA CHARITE;47.533333;5.95
LA NEUVELLE LES LURE;47.716667;6.55
LA NEUVELLE LES SCEY;47.7;5.933333
NOIDANS LE FERROUX ;47.566667;5.95
NOIDANS LES VESOUL ;47.616667;6.133333
NOIRON   ;47.383333;5.633333
NOROY LE BOURG ;47.616667;6.3
NOROY LES JUSSEY ;47.816667;5.833333
OIGNEY   ;47.766667;5.85
OISELAY ET GRACHAUX ;47.416667;5.933333
ONAY   ;47.383333;5.683333
OPPENANS   ;47.583333;6.383333
ORICOURT   ;47.6;6.4
ORMENANS   ;47.45;6.2
ORMOICHE   ;47.8;6.316667
ORMOY   ;47.883333;5.983333
OUGE   ;47.8;5.7
OVANCHES   ;47.633333;5.95
OYRIERES   ;47.533333;5.566667
PALANTE   ;47.65;6.583333
PASSAVANT LA ROCHERE ;47.966667;6.033333
PENNESIERES   ;47.483333;6.1
PERCEY LE GRAND ;47.60966;5.38949
PERROUSE   ;47.366667;6.05
PESMES   ;47.283333;5.566667
PIERRECOURT   ;47.65;5.6
LA PISSEURE  ;47.866667;6.233333
PLAINEMONT   ;47.85;6.216667
PLANCHER BAS  ;47.716667;6.733333
PLANCHER LES MINES ;47.766667;6.75
POMOY   ;47.666667;6.35
PONTCEY   ;47.633333;6.033333
LE PONT DE PLANCHES;47.533333;5.916667
PONT DU BOIS ;47.966667;6.133333
PONT SUR L OGNON;47.516667;6.383333
PORT SUR SAONE ;47.683333;6.05
POYANS   ;47.45;5.466667
PREIGNEY   ;47.766667;5.783333
PRESLE   ;47.533333;6.266667
LA PROISELIERE ET LANGLE;47.833333;6.5
PROVENCHERE   ;47.716667;6.133333
PURGEROT   ;47.75;6
PUSEY   ;47.65;6.133333
PUSY ET EPENOUX ;47.666667;6.15
LA QUARTE  ;47.766667;5.7
QUENOCHE   ;47.466667;6.1
QUERS   ;47.733333;6.433333
QUINCEY   ;47.616667;6.183333
QUITTEUR   ;47.533333;5.683333
RADDON ET CHAPENDU ;47.85;6.483333
RAINCOURT   ;47.866667;5.883333
RANZEVELLE   ;47.9;5.983333
RAY SUR SAONE ;47.583333;5.833333
RAZE   ;47.583333;6.016667
RECOLOGNE   ;47.583333;5.783333
RECOLOGNE LES RIOZ ;47.466667;5.983333
RENAUCOURT   ;47.633333;5.766667
LA GRANDE RESIE ;47.333333;5.566667
LA RESIE SAINT MARTIN;47.316667;5.616667
RIGNOVELLE   ;47.766667;6.483333
RIGNY   ;47.466667;5.633333
RIOZ   ;47.416667;6.066667
ROCHE ET RAUCOURT ;47.616667;5.716667
LA ROCHELLE  ;47.75;5.733333
RONCHAMP   ;47.7;6.65
ROSEY   ;47.566667;6.033333
LA ROSIERE  ;47.916667;6.633333
ROSIERES SUR MANCE ;47.833333;5.8
ROYE   ;47.666667;6.55
RUHANS   ;47.466667;6.133333
RUPT SUR SAONE ;47.65;5.933333
SAINT ANDOCHE  ;47.633333;5.683333
SAINT BARTHELEMY  ;47.75;6.583333
SAINT BRESSON  ;47.866667;6.516667
SAINT BROING  ;47.45;5.7
SAINT FERJEUX  ;47.55;6.516667
SAINT GAND  ;47.516667;5.85
SAINT GERMAIN  ;47.716667;6.533333
SAINT LOUP NANTOUARD ;47.416667;5.733333
SAINT LOUP SUR SEMOUSE;47.883333;6.266667
SAINT MARCEL  ;47.833333;5.833333
SAINTE MARIE EN CHANOIS;47.833333;6.516667
SAINTE MARIE EN CHAUX;47.783333;6.316667
SAINTE REINE  ;47.5;5.783333
SAINT REMY  ;47.833333;6.1
SAINT SAUVEUR  ;47.8;6.383333
SAINT SULPICE  ;47.566667;6.45
SAINT VALBERT  ;47.85;6.4
SAPONCOURT   ;47.866667;6.033333
SAULNOT   ;47.566667;6.633333
SAUVIGNEY LES PESMES ;47.3;5.566667
SAVOYEUX   ;47.55;5.75
SCEY SUR SAONE ET;47.666667;5.966667
SCYE   ;47.65;6.05
SECENANS   ;47.55;6.566667
SELLES   ;47.966667;6.083333
SEMMADON   ;47.733333;5.866667
SENONCOURT   ;47.833333;6.066667
SERVANCE   ;47.816667;6.683333
SERVIGNEY   ;47.716667;6.3
SEVEUX   ;47.55;5.75
SORANS LES BREUREY ;47.4;6.05
SORNAY   ;47.283333;5.7
SUAUCOURT ET PISSELOUP ;47.683333;5.733333
TARTECOURT   ;47.833333;5.983333
TAVEY   ;47.566667;6.733333
THEULEY   ;47.616667;5.8
THIEFFRANS   ;47.5;6.316667
THIENANS   ;47.466667;6.283333
TINCEY ET PONTREBEAU ;47.6;5.8
TRAITIEFONTAINE   ;47.416667;6.1
TRAVES   ;47.616667;5.966667
LE TREMBLOIS  ;47.383333;5.583333
TREMOINS   ;47.566667;6.7
TRESILLEY   ;47.45;6.033333
TREVEY   ;47.516667;6.25
TROMAREY   ;47.333333;5.716667
VAITE   ;47.583333;5.733333
VAIVRE ET MONTOILLE ;47.633333;6.1
VALAY   ;47.333333;5.633333
LE VAL DE GOUHENANS;47.616667;6.483333
VALLEROIS LE BOIS ;47.55;6.283333
VALLEROIS LORIOZ  ;47.566667;6.15
VANDELANS   ;47.4;6.166667
VANNE   ;47.6;5.833333
VANTOUX ET LONGEVELLE ;47.433333;5.85
VAROGNE   ;47.716667;6.2
VARS   ;47.533333;5.533333
VAUCHOUX   ;47.666667;6.033333
VAUVILLERS   ;47.916667;6.1
VAUX LE MONCELOT ;47.466667;5.9
VELET   ;47.433333;5.566667
VELLECLAIRE   ;47.433333;5.866667
VELLEFAUX   ;47.55;6.133333
VELLEFRIE   ;47.7;6.216667
VELLEGUINDRY ET LEVRECEY ;47.55;6.1
VELLE LE CHATEL ;47.6;6.05
VELLEMINFROY   ;47.666667;6.316667
VELLEMOZ   ;47.466667;5.8
VELLOREILLE LES CHOYE ;47.4;5.733333
VELORCEY   ;47.783333;6.25
VENERE   ;47.366667;5.666667
VERCHAMP   ;47.433333;6.216667
LA VERGENNE  ;47.616667;6.533333
VENISEY   ;47.833333;6
VEREUX   ;47.516667;5.65
VERLANS   ;47.566667;6.716667
VERNOIS SUR MANCE ;47.85;5.783333
LA VERNOTTE  ;47.516667;5.866667
VESOUL   ;47.633333;6.166667
VEZET   ;47.533333;5.883333
VILLAFANS   ;47.583333;6.466667
VILLARGENT   ;47.55;6.483333
VILLARS LE PAUTEL ;47.9;5.933333
VILLEFRANCON   ;47.4;5.75
VILLEPAROIS   ;47.65;6.183333
VILLERS BOUTON  ;47.45;5.983333
VILLERSEXEL   ;47.55;6.433333
VILLERS LA VILLE ;47.55;6.466667
VILLERS LE SEC ;47.6;6.216667
VILLERS LES LUXEUIL ;47.766667;6.283333
VILLERS PATER  ;47.466667;6.166667
VILLERS SUR PORT ;47.716667;6.083333
VILLERS SUR SAULNOT ;47.55;6.65
VILLERS VAUDEY  ;47.666667;5.766667
VILORY   ;47.716667;6.233333
VIREY   ;47.35;5.75
VISONCOURT   ;47.75;6.316667
LA VOIVRE  ;47.833333;6.533333
VOLON   ;47.616667;5.733333
VOUGECOURT   ;47.933333;6
VOUHENANS   ;47.65;6.483333
VREGILLE   ;47.316667;5.9
VY LE FERROUX ;47.583333;5.983333
VY LES LURE ;47.65;6.45
VY LES RUPT ;47.633333;5.9
VY LES FILAIN ;47.516667;6.2
FRETTES   ;47.683333;5.566667
PORT D ATELIER ;47.766667;6.033333
L ABERGEMENT DE CUISERY;46.566667;4.95
ALLERIOT   ;46.816667;4.95
ALUZE   ;46.85;4.683333
AMANZE   ;46.333333;4.233333
AMEUGNY   ;46.516667;4.683333
ANGLURE SOUS DUN ;46.233333;4.366667
ANOST   ;47.066667;4.1
ANTULLY   ;46.9;4.416667
ANZY LE DUC ;46.316667;4.066667
ARTAIX   ;46.25;4
AUTHUMES   ;46.883333;5.3
AUTUN   ;46.95;4.3
AUXY   ;46.95;4.4
AZE   ;46.433333;4.766667
BALLORE   ;46.533333;4.366667
BANTANGES   ;46.616667;5.1
BARIZEY   ;46.783333;4.683333
BARNAY   ;47.083333;4.333333
BARON   ;46.483333;4.283333
BAUDRIERES   ;46.666667;5
BEAUBERY   ;46.4;4.4
BEAUMONT SUR GROSNE ;46.666667;4.866667
BEAUREPAIRE EN BRESSE ;46.666667;5.383333
BEAUVERNOIS   ;46.833333;5.4385
BELLEVESVRE   ;46.833333;5.366667
BERGESSERIN   ;46.4;4.566667
BERZE LE CHATEL ;46.383333;4.7
BERZE LA VILLE ;46.366667;4.7
BEY   ;46.816667;4.966667
BISSEY SOUS CRUCHAUD ;46.733333;4.683333
BISSY LA MACONNAISE ;46.483333;4.783333
BISSY SOUS UXELLES ;46.566667;4.716667
BISSY SUR FLEY ;46.666667;4.616667
LES BIZOTS  ;46.75;4.383333
BLANOT   ;46.466667;4.733333
BLANZY   ;46.7;4.383333
BOIS SAINTE MARIE ;46.316667;4.35
BONNAY   ;46.55;4.616667
BOSJEAN   ;46.766667;5.333333
BOUHANS   ;46.766667;5.3
LA BOULAYE  ;46.75;4.116667
BOURBON LANCY  ;46.616667;3.783333
BOURG LE COMTE ;46.3;3.983333
BOURGNEUF VAL D OR;46.833333;4.716667
BOURGVILAIN   ;46.366667;4.633333
BOUZERON   ;46.883333;4.733333
BOYER   ;46.583333;4.883333
BRAGNY EN CHAROLLAIS ;46.533333;4.133333
BRAGNY SUR SAONE ;46.916667;5.033333
BRANDON   ;46.366667;4.566667
BRANGES   ;46.633333;5.183333
BRAY   ;46.5;4.716667
BRESSE SUR GROSNE ;46.583333;4.75
LE BREUIL  ;46.8;4.483333
BRIANT   ;46.3;4.15
BRIENNE   ;46.566667;5.016667
BRION   ;46.908333;4.208333
BROYE   ;46.866667;4.3
BRUAILLES   ;46.6;5.233333
BUFFIERES   ;46.433333;4.533333
BURGY   ;46.466667;4.833333
BURNAND   ;46.6;4.633333
BURZY   ;46.6;4.583333
BUXY   ;46.716667;4.683333
CERON   ;46.283333;3.933333
CERSOT   ;46.7;4.633333
CHAGNY   ;46.916667;4.75
CHAINTRE   ;46.266667;4.766667
CHALMOUX   ;46.6;3.833333
CHALON SUR SAONE ;46.783333;4.85
CHAMBILLY   ;46.283333;4.016667
CHAMILLY   ;46.866667;4.683333
CHAMPAGNAT   ;46.483333;5.383333
CHAMPAGNY SOUS UXELLES ;46.583333;4.733333
CHAMPFORGEUIL   ;46.816667;4.833333
CHAMPLECY   ;46.466667;4.25
CHAMPLIEU   ;46.6;4.783333
CHANES   ;46.25;4.75
CHANGE   ;46.933333;4.633333
CHAPAIZE   ;46.55;4.75
LA CHAPELLE AU MANS;46.633333;3.966667
LA CHAPELLE DE BRAGNY;46.633333;4.766667
LA CHAPELLE DE GUINCHAY;46.2;4.75
LA CHAPELLE NAUDE ;46.6;5.183333
LA CHAPELLE SAINT SAUVEUR;46.833333;5.266667
LA CHAPELLE SOUS BRANCION;46.55;4.783333
LA CHAPELLE SOUS DUN;46.266667;4.3
LA CHAPELLE SOUS UCHON;46.833333;4.233333
LA CHAPELLE THECLE ;46.55;5.116667
CHARBONNAT   ;46.783333;4.116667
CHARBONNIERES   ;46.383333;4.833333
